id,kanjis_id,read_full,yomigana,okurigana,is_japanese_reading
4203,2042,さと,さと,,true
4204,2043,リ,リ,,false
4205,2044,リ,リ,,false
4206,2045,リ,リ,,false
4207,2045,うら,うら,,true
4208,2046,リ,リ,,false
4209,2046,は-く,は,く,true
4210,2047,リ,リ,,false
4211,2048,リ,リ,,false
4212,2048,はな-れる,はな,れる,true
4213,2048,はな-す,はな,す,true
4214,2049,リク,リク,,false
4215,2050,リツ,リツ,,false
4216,2050,リュウ,リュウ,,false
4217,2050,た-つ,た,つ,true
4218,2050,た-てる,た,てる,true
4219,2051,リツ,リツ,,false
4220,2051,リチ,リチ,,false
4221,2052,リツ,リツ,,false
4222,2053,リャク,リャク,,false
4223,2054,リュウ,リュウ,,false
4224,2054,やなぎ,やなぎ,,true
4225,2055,リュウ,リュウ,,false
4226,2055,ル,ル,,false
4227,2055,なが-れる,なが,れる,true
4228,2055,なが-す,なが,す,true
4229,2056,リュウ,リュウ,,false
4230,2056,ル,ル,,false
4231,2056,と-める,と,める,true
4232,2056,と-まる,と,まる,true
4233,2057,リュウ,リュウ,,false
4234,2057,たつ,たつ,,true
4235,2058,リュウ,リュウ,,false
4236,2058,つぶ,つぶ,,true
4237,2059,リュウ,リュウ,,false
4238,2060,リュウ,リュウ,,false
4239,2061,リョ,リョ,,false
4240,2062,リョ,リョ,,false
4241,2062,たび,たび,,true
4242,2063,リョ,リョ,,false
4243,2064,リョ,リョ,,false
4244,2065,リョウ,リョウ,,false
4245,2066,リョウ,リョウ,,false
4246,2067,リョウ,リョウ,,false
4247,2067,よ-い,よ,い,true
4248,2068,リョウ,リョウ,,false
4249,2069,リョウ,リョウ,,false
4250,2069,すず-しい,すず,しい,true
4251,2069,すず-む,すず,む,true
4252,2070,リョウ,リョウ,,false
4253,2071,リョウ,リョウ,,false
4254,2071,みささぎ,みささぎ,,true
4255,2072,リョウ,リョウ,,false
4256,2072,はか-る,はか,る,true
4257,2073,リョウ,リョウ,,false
4258,2074,リョウ,リョウ,,false
4259,2075,リョウ,リョウ,,false
4260,2076,リョウ,リョウ,,false
4261,2077,リョウ,リョウ,,false
4262,2078,リョウ,リョウ,,false
4263,2078,ロウ,ロウ,,false
4264,2078,かて,かて,,true
4265,2079,リョク,リョク,,false
4266,2079,リキ,リキ,,false
4267,2079,ちから,ちから,,true
4268,2080,リョク,リョク,,false
4269,2080,ロク,ロク,,false
4270,2080,みどり,みどり,,true
4271,2081,リン,リン,,false
4272,2081,はやし,はやし,,true
4273,2082,リン,リン,,false
4274,2083,リン,リン,,false
4275,2084,リン,リン,,false
4276,2084,わ,わ,,true
4277,2085,リン,リン,,false
4278,2085,とな-る,とな,る,true
4279,2085,となり,となり,,true
4280,2086,リン,リン,,false
4281,2086,のぞ-む,のぞ,む,true
4282,2087,ル,ル,,false
4283,2088,ルイ,ルイ,,false
4284,2088,なみだ,なみだ,,true
4285,2089,ルイ,ルイ,,false
4286,2090,ルイ,ルイ,,false
4287,2091,ルイ,ルイ,,false
4288,2091,たぐ-い,たぐ,い,true
4289,2092,レイ,レイ,,false
4290,2093,レイ,レイ,,false
4291,2093,ライ,ライ,,false
4292,2094,レイ,レイ,,false
4293,2094,つめ-たい,つめ,たい,true
4294,2094,ひ-える,ひ,える,true
4295,2094,ひ-や,ひ,や,true
4296,2094,ひ-やす,ひ,やす,true
4297,2094,ひ-やかす,ひ,やかす,true
4298,2094,さ-める,さ,める,true
4299,2094,さ-ます,さ,ます,true
4300,2095,レイ,レイ,,false
4301,2095,はげ-む,はげ,む,true
4302,2095,はげ-ます,はげ,ます,true
4303,2096,レイ,レイ,,false
4304,2096,もど-す,もど,す,true
4305,2096,もど-る,もど,る,true
4306,2097,レイ,レイ,,false
4307,2097,たと-える,たと,える,true
4308,2098,レイ,レイ,,false
4309,2098,リン,リン,,false
4310,2098,すず,すず,,true
4311,2099,レイ,レイ,,false
4312,2100,レイ,レイ,,false
4313,2100,リョウ,リョウ,,false
4314,2100,たま,たま,,true
4315,2101,レイ,レイ,,false
4316,2102,レイ,レイ,,false
4317,2103,レイ,レイ,,false
4318,2103,うるわ-しい,うるわ,しい,true
4319,2104,レキ,レキ,,false
4320,2104,こよみ,こよみ,,true
4321,2105,レキ,レキ,,false
4322,2106,レツ,レツ,,false
4323,2107,レツ,レツ,,false
4324,2107,おと-る,おと,る,true
4325,2108,レツ,レツ,,false
4326,2109,レツ,レツ,,false
4327,2109,さ-く,さ,く,true
4328,2109,さ-ける,さ,ける,true
4329,2110,レン,レン,,false
4330,2110,こ-う,こ,う,true
4331,2110,こい,こい,,true
4332,2110,こい-しい,こい,しい,true
4333,2111,レン,レン,,false
4334,2111,つら-なる,つら,なる,true
4335,2111,つら-ねる,つら,ねる,true
4336,2111,つ-れる,つ,れる,true
4337,2112,レン,レン,,false
4338,2113,レン,レン,,false
4339,2113,ね-る,ね,る,true
4340,2114,レン,レン,,false
4341,2115,ロ,ロ,,false
4342,2116,ロ,ロ,,false
4343,2117,ロ,ロ,,false
4344,2118,ロ,ロ,,false
4345,2118,じ,じ,,true
4346,2119,ロ,ロ,,false
4347,2119,ロウ,ロウ,,false
4348,2119,つゆ,つゆ,,true
4349,2120,ロウ,ロウ,,false
4350,2120,お-いる,お,いる,true
4351,2120,ふ-ける,ふ,ける,true
4352,2121,ロウ,ロウ,,false
4353,2122,ロウ,ロウ,,false
4354,2122,もてあそ-ぶ,もてあそ,ぶ,true
4355,2123,ロウ,ロウ,,false
4356,2124,ロウ,ロウ,,false
4357,2124,ほが-らか,ほが,らか,true
4358,2125,ロウ,ロウ,,false
4359,2126,ロウ,ロウ,,false
4360,2127,ロウ,ロウ,,false
4361,2128,ロウ,ロウ,,false
4362,2128,も-る,も,る,true
4363,2128,も-れる,も,れる,true
4364,2128,も-らす,も,らす,true
4365,2129,ロウ,ロウ,,false
4366,2129,かご,かご,,true
4367,2129,こ-もる,こ,もる,true
4368,2130,ロク,ロク,,false
4369,2130,む,む,,true
4370,2130,む-つ,む,つ,true
4371,2130,むっ-つ,むっ,つ,true
4372,2130,むい,むい,,true
4373,2131,ロク,ロク,,false
4374,2132,ロク,ロク,,false
4375,2132,ふもと,ふもと,,true
4376,2133,ロン,ロン,,false
4377,2134,ワ,ワ,,false
4378,2134,オ,オ,,false
4379,2134,やわ-らぐ,やわ,らぐ,true
4380,2134,やわ-らげる,やわ,らげる,true
4381,2134,なご-む,なご,む,true
4382,2134,なご-やか,なご,やか,true
4383,2135,ワ,ワ,,false
4384,2135,はな-す,はな,す,true
4385,2135,はなし,はなし,,true
4386,2136,ワイ,ワイ,,false
4387,2136,まかな-う,まかな,う,true
4388,2137,わき,わき,,true
4389,2138,ワク,ワク,,false
4390,2138,まど-う,まど,う,true
4391,2139,わく,わく,,true
4392,2140,ワン,ワン,,false
4393,2141,ワン,ワン,,false
4394,2141,うで,うで,,true
